"Nom"	"No compte"	"Code de CP"	"Type"	"Régime"	"Téléphone 1"	"Téléphone 2"	"Solde"	"Devise"	"Statut"	"Nom modèle"	"Nom complet"	"No modèle"	"No client"	"Langue"	"Dernier achat/vente"	"Dern. trans."	"Début de gestion"	"Date de fermeture"	"Création"	"Marge"	"Valeur totale"
"VILLENEUVE GILLE"	"800264-NA"	"BD66"	"A - Comptant"	""	"(450) 555-7022"	"(450) 555-6707"	"3 415,56"	"CAD"	"Ouvert"	""	"GILLES VILLENEUVE"	""	"800264"	"Français"	"2009/12/14"	"2010/01/25"	""	""	"2009/12/01"	"n/d"	"737 355,09"
"VOSSEN CARROLL"	"800045-FS"	"AC55"	"S - Régime d'épargne-retraite"	""	"(450) 555-0531"	"(450) 555-6343"	"432,24"	"CAD"	"Ouvert"	""	"CARROLL VOSSEN"	""	"800045"	"Français"	"2010/01/19"	"2010/01/19"	""	""	"2009/12/01"	"n/d"	"126 326,39"
"VOSSEN CARROLL"	"800045-RE"	"AC55"	"E - Marge couvert"	""	"(450) 555-0531"	"(450) 555-6343"	"0,00"	"CAD"	"Ouvert"	""	"CARROLL VOSSEN"	""	"800045"	"Français"	""	"2009/12/07"	""	""	"2009/12/01"	"0,00"	"(124 161,74)"
"VOSSEN CARROLL"	"800045-SF"	"AC55"	"E - Marge couvert"	""	"(450) 555-0531"	"(450) 555-6343"	"0,00"	"USD"	"Ouvert"	""	"CARROLL VOSSEN"	""	"800045"	"Français"	""	"2007/07/03"	""	""	"2009/12/01"	"0,00"	"0,00"
"VOYER BERNARD"	"800215-NA"	"AC43"	"A - Comptant"	""	"(450) 555-3621"	"(450) 555-1081"	"18 819,75"	"CAD"	"Ouvert"	""	"BERNARD VOYER"	""	"800215"	"Français"	"2009/12/17"	"2010/01/21"	""	""	"2009/12/01"	"n/d"	"4 592 939,27"
"VOYER BERNARD"	"800215-OB"	"AC43"	"A - Comptant"	""	"(450) 555-3621"	"(450) 555-1081"	"2 304,65"	"USD"	"Ouvert"	""	"BERNARD VOYER"	""	"800215"	"Français"	""	"2010/01/25"	""	""	"2009/12/01"	"n/d"	"156 069,93"
"WATKINS BOURKE"	"800004-JJ"	"AC42"	"J -"	""	"(450) 555-4522"	"(450) 555-6908"	"0,00"	"CAD"	"Ouvert"	""	"BOURKE WATKINS"	""	"800004"	"Français"	""	"2008/02/28"	""	""	"2009/12/01"	"n/d"	"0,00"
"WATKINS BOURKE"	"800004-NA"	"AC42"	"A - Comptant"	""	"(450) 555-4522"	"(450) 555-6908"	"0,00"	"CAD"	"Ouvert"	""	"BOURKE WATKINS"	""	"800004"	"Français"	""	"2008/04/23"	""	""	"2009/12/01"	"n/d"	"0,00"
"WUSCHKE BRIAN"	"800226-JW"	"AC42"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-8491"	"(450) 555-8049"	"0,00"	"CAD"	"Ouvert"	""	"BRIAN WUSCHKE"	""	"800226"	"Anglais"	""	"2009/08/12"	""	""	"2009/12/01"	"n/d"	"0,00"
"WUSCHKE BRIAN"	"800226-LY"	"AC42"	"Y - Rente viagère"	""	"(450) 555-8491"	"(450) 555-8049"	"0,00"	"CAD"	"Ouvert"	""	"BRIAN WUSCHKE"	""	"800226"	"Anglais"	""	"2009/08/31"	""	""	"2009/12/01"	"n/d"	"0,00"
"WUSCHKE BRIAN"	"800226-NA"	"AC42"	"A - Comptant"	""	"(450) 555-8491"	"(450) 555-8049"	"0,00"	"CAD"	"Ouvert"	""	"BRIAN WUSCHKE"	""	"800226"	"Anglais"	""	"2009/12/01"	""	""	"2009/12/01"	"n/d"	"(334 876,53)"
"YANIC GOBEILLE A"	"800011-FS"	"AC42"	"S - Régime d'épargne-retraite"	""	"(450) 555-8961"	"(450) 555-1871"	"0,00"	"CAD"	"Ouvert"	""	"YANIC AUBUT GOBEILLE"	""	"800011"	"Français"	""	"2005/12/02"	""	""	"2009/12/01"	"n/d"	"0,00"
"YANIC GOBEILLE A"	"800011-GT"	"AC42"	"T - Fonds de revenu de retraite"	""	"(450) 555-8961"	"(450) 555-1871"	"964,76"	"CAD"	"Ouvert"	""	"YANIC AUBUT GOBEILLE"	""	"800011"	"Français"	"2009/12/08"	"2010/01/15"	""	""	"2009/12/01"	"n/d"	"360 081,60"
"YANIC GOBEILLE A"	"800011-JW"	"AC42"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-8961"	"(450) 555-1871"	"(4 889,24)"	"CAD"	"Ouvert"	""	"YANIC AUBUT GOBEILLE"	""	"800011"	"Français"	"2010/01/22"	"2010/01/22"	""	""	"2009/12/01"	"n/d"	"7 158,65"
"YANIC GOBEILLE A"	"800011-LV"	"AC42"	"N -"	""	"(450) 555-8961"	"(450) 555-1871"	"0,00"	"CAD"	"Ouvert"	""	"YANIC AUBUT GOBEILLE"	""	"800011"	"Français"	""	"2005/12/16"	""	""	"2009/12/01"	"n/d"	"0,00"
"YANIC GOBEILLE A"	"800011-NA"	"AC42"	"A - Comptant"	""	"(450) 555-8961"	"(450) 555-1871"	"5 014,19"	"CAD"	"Ouvert"	""	"YANIC AUBUT GOBEILLE"	""	"800011"	"Français"	"2010/01/22"	"2010/01/22"	""	""	"2009/12/01"	"n/d"	"598 443,93"
"YANIC GOBEILLE A"	"800011-ZM"	"AC42"	"O -"	""	"(450) 555-8961"	"(450) 555-1871"	"295,14"	"CAD"	"Ouvert"	""	"YANIC AUBUT GOBEILLE"	""	"800011"	"Français"	"2009/12/04"	"2010/01/22"	""	""	"2009/12/01"	"n/d"	"257 977,43"
"YEKTA BERNI"	"800230-FS"	"AC43"	"S - Régime d'épargne-retraite"	""	"(450) 555-0128"	"(450) 555-7330"	"14 565,55"	"CAD"	"Ouvert"	""	"BERNI YEKTA"	""	"800230"	"Français"	"2009/12/16"	"2010/01/20"	""	""	"2009/12/01"	"n/d"	"584 917,60"
"YEKTA BERNI"	"800230-RE"	"AC43"	"E - Marge couvert"	""	"(450) 555-0128"	"(450) 555-7330"	"2 971,95"	"CAD"	"Ouvert"	""	"BERNI YEKTA"	""	"800230"	"Français"	""	"2010/01/08"	""	""	"2009/12/01"	"0,00"	"219 593,72"
"ZIMMERMANN AYUKO"	"800204-FS"	"BD66"	"S - Régime d'épargne-retraite"	""	"(450) 555-8255"	"(450) 555-5445"	"17 336,80"	"CAD"	"Ouvert"	""	"AYUKO ZIMMERMANN"	""	"800204"	"Français"	""	"2010/01/15"	""	""	"2009/12/01"	"n/d"	"157 716,65"
"ZIMMERMANN AYUKO"	"800204-JW"	"BD66"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-8255"	"(450) 555-5445"	"5 108,43"	"CAD"	"Ouvert"	""	"AYUKO ZIMMERMANN"	""	"800204"	"Français"	""	"2010/01/05"	""	""	"2009/12/01"	"n/d"	"11 178,43"
"ZIMMERMANN AYUKO"	"800204-NA"	"BD66"	"A - Comptant"	""	"(450) 555-8255"	"(450) 555-5445"	"28 573,36"	"CAD"	"Ouvert"	""	"AYUKO ZIMMERMANN"	""	"800204"	"Français"	"2009/12/17"	"2010/01/15"	""	""	"2009/12/01"	"n/d"	"153 694,13"
"ZIMMERMANN AYUKO"	"800204-OB"	"BD66"	"A - Comptant"	""	"(450) 555-8255"	"(450) 555-5445"	"0,00"	"USD"	"Ouvert"	""	"AYUKO ZIMMERMANN"	""	"800204"	"Français"	""	"2006/09/22"	""	""	"2009/12/01"	"n/d"	"0,00"
