"No compte"	"Type"	"Régime"	"Téléphone 1"	"Téléphone 2"	"Solde"	"Devise"	"Feuille F"	"Statut"	"Segments"	"Réserves"	"Nom modèle"	"Nom complet"	"No modèle"	"No client"	"Montant retrait 2"	"Montant retrait 1"	"Langue"	"Fréquence retrait 2"	"Fréquence retrait 1"	"Dernier achat/vente"	"Dern. trans."	"Début fréq. retrait 2"	"Début fréq. retrait 1"	"Début de gestion"	"Date de fermeture"	"Création"	"Compte conjoint"	"Marge"	"Valeur totale"	"Nom"
"800022-HU"	"R - RER Immobilisé (Lock-in et CRI)"	""	"(450) 555-4476"	"(450) 555-9713"	"1 503,65"	"CAD"	""	"Ouvert"	"Non"	""	""	"BLAIR SCARLETT"	""	"800022"	"n/d"	"n/d"	"Anglais"			""	"2010/01/15"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"399 864,27"	"SCARLETT BLAIR"
"800022-NA"	"A - Comptant"	""	"(450) 555-4476"	"(450) 555-9713"	"4 410,32"	"CAD"	""	"Ouvert"	"Non"	""	""	"BLAIR SCARLETT"	""	"800022"	"n/d"	"n/d"	"Anglais"			""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"207 055,78"	"SCARLETT BLAIR"
"800023-NA"	"A - Comptant"	""	"(450) 555-4476"	"(450) 555-9713"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"BROCK GERRARD"	""	"800023"	"n/d"	"n/d"	"Anglais"			""	"2006/09/18"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"SCARLETT BLAIR"
"800023-OB"	"A - Comptant"	""	"(450) 555-4476"	"(450) 555-9713"	"0,00"	"USD"	""	"Ouvert"	"Non"	""	""	"BROCK GERRARD"	""	"800023"	"n/d"	"n/d"	"Anglais"			""	"2007/01/15"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"SCARLETT BLAIR"
"800211-NA"	"A - Comptant"	""	"(450) 555-1057"	"(450) 555-2279"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"ALICK SERGE"	""	"800211"	"n/d"	"n/d"	"Français"			""	"2003/11/05"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"SERGE ALICK"
"800211-OB"	"A - Comptant"	""	"(450) 555-1057"	"(450) 555-2279"	"0,00"	"USD"	""	"Ouvert"	"Non"	""	""	"ALICK SERGE"	""	"800211"	"n/d"	"n/d"	"Français"			""	"2003/11/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"SERGE ALICK"
"800211-RE"	"E - Marge couvert"	""	"(450) 555-1057"	"(450) 555-2279"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"ALICK SERGE"	""	"800211"	"n/d"	"n/d"	"Français"			""	"2005/01/21"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"0,00"	"SERGE ALICK"
"800211-SF"	"E - Marge couvert"	""	"(450) 555-1057"	"(450) 555-2279"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"ALICK SERGE"	""	"800211"	"n/d"	"n/d"	"Français"			""	"2005/01/21"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"0,00"	"SERGE ALICK"
"800212-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-1057"	"(450) 555-2279"	"39 718,57"	"CAD"	""	"Ouvert"	"Non"	""	""	"ALICK SERGE"	""	"800212"	"n/d"	"n/d"	"Anglais"			""	"2010/01/15"	""	""	""	""	"2009/01/01"	"Oui"	"n/d"	"430 447,35"	"SERGE ALICK"
"800212-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-1057"	"(450) 555-2279"	"86,40"	"CAD"	""	"Ouvert"	"Non"	""	""	"ALICK SERGE"	""	"800212"	"n/d"	"n/d"	"Anglais"			""	"2009/02/03"	""	""	""	""	"2009/01/01"	"Oui"	"n/d"	"8 132,32"	"SERGE ALICK"
"800212-RE"	"E - Marge couvert"	""	"(450) 555-1057"	"(450) 555-2279"	"14 561,61"	"CAD"	""	"Ouvert"	"Non"	""	""	"ALICK SERGE"	""	"800212"	"n/d"	"n/d"	"Anglais"			""	"2010/01/18"	""	""	""	""	"2009/01/01"	"Oui"	"0,00"	"229 165,23"	"SERGE ALICK"
"800212-SF"	"E - Marge couvert"	""	"(450) 555-1057"	"(450) 555-2279"	"(8 176,24)"	"USD"	""	"Ouvert"	"Non"	""	""	"ALICK SERGE"	""	"800212"	"n/d"	"n/d"	"Anglais"			""	"2010/01/18"	""	""	""	""	"2009/01/01"	"Oui"	"0,00"	"72 437,12"	"SERGE ALICK"
"800242-GT"	"T - Fonds de revenu de retraite"	"00k000001534"	"(450) 555-6685"	"(450) 555-4013"	"7 584,18"	"CAD"	""	"Ouvert"	"Non"	""	""	"ASSURANCE SHERMANN & FRERES (1996)"	""	"800242"	"n/d"	"n/d"	"Français"			""	"2010/01/20"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"342 826,58"	"SHERMANN ASSURAN"
"800242-JW"	"W - Fonds de revenus de retraite - Conjoint"	"00k000001534"	"(450) 555-6685"	"(450) 555-4013"	"(5 318,26)"	"CAD"	""	"Ouvert"	"Non"	""	""	"ASSURANCE SHERMANN & FRERES (1996)"	""	"800242"	"n/d"	"n/d"	"Français"			""	"2010/01/20"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"10 806,90"	"SHERMANN ASSURAN"
"800242-RE"	"E - Marge couvert"	"00k000001534"	"(450) 555-6685"	"(450) 555-4013"	"96,78"	"CAD"	""	"Ouvert"	"Non"	""	""	"ASSURANCE SHERMANN & FRERES (1996)"	""	"800242"	"n/d"	"n/d"	"Français"			""	"2010/01/20"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"242 878,26"	"SHERMANN ASSURAN"
"800015-NA"	"A - Comptant"	""	"(450) 555-3117"	"(450) 555-9586"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"BOUDRIAS SIDDALL"	""	"800015"	"n/d"	"n/d"	"Anglais"			""	"2009/04/02"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"SIDDALL BOUDRIAS"
"800015-OB"	"A - Comptant"	""	"(450) 555-3117"	"(450) 555-9586"	"0,00"	"USD"	""	"Ouvert"	"Non"	""	""	"BOUDRIAS SIDDALL"	""	"800015"	"n/d"	"n/d"	"Anglais"			""	"2009/04/28"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"SIDDALL BOUDRIAS"
"800015-RE"	"E - Marge couvert"	""	"(450) 555-3117"	"(450) 555-9586"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"BOUDRIAS SIDDALL"	""	"800015"	"n/d"	"n/d"	"Anglais"			""	"2009/04/02"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"0,00"	"SIDDALL BOUDRIAS"
"800015-SF"	"E - Marge couvert"	""	"(450) 555-3117"	"(450) 555-9586"	"0,00"	"USD"	""	"Ouvert"	"Non"	""	""	"BOUDRIAS SIDDALL"	""	"800015"	"n/d"	"n/d"	"Anglais"			""	"2009/04/15"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"0,00"	"SIDDALL BOUDRIAS"
"800070-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-1061"	"(450) 555-6970"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"AUGUSTINE SIMARD"	""	"800070"	"n/d"	"n/d"	"Français"			""	"1995/06/16"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"SIMARD AUGUSTINE"
"800266-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-0496"	"(450) 555-2389"	"184,78"	"CAD"	""	"Ouvert"	"Non"	""	""	"AILLEEN SINAGRA"	""	"800266"	"n/d"	"n/d"	"Français"			""	"2009/12/29"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"438 654,19"	"SINAGRA AILLEEN"
"800266-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-0496"	"(450) 555-2389"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"AILLEEN SINAGRA"	""	"800266"	"n/d"	"n/d"	"Français"			""	""	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"SINAGRA AILLEEN"
"800266-LV"	"N -"	""	"(450) 555-0496"	"(450) 555-2389"	"79,78"	"CAD"	""	"Ouvert"	"Non"	""	""	"AILLEEN SINAGRA"	""	"800266"	"n/d"	"n/d"	"Français"			""	"2009/12/31"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"209 116,86"	"SINAGRA AILLEEN"
"800266-RE"	"E - Marge couvert"	""	"(450) 555-0496"	"(450) 555-2389"	"0,55"	"CAD"	""	"Ouvert"	"Non"	""	""	"AILLEEN SINAGRA"	""	"800266"	"n/d"	"n/d"	"Français"			""	"2010/01/22"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"174 331,65"	"SINAGRA AILLEEN"
"800233-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-8821"	"(450) 555-0001"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"CANARDS SINNAEVE"	""	"800233"	"n/d"	"n/d"	"Français"			""	"2006/12/07"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"SINNAEVE CANARDS"
"800233-GT"	"T - Fonds de revenu de retraite"	""	"(450) 555-8821"	"(450) 555-0001"	"1 958,30"	"CAD"	""	"Ouvert"	"Non"	""	""	"CANARDS SINNAEVE"	""	"800233"	"n/d"	"n/d"	"Français"			""	"2010/01/07"	""	""	"2009/01/26"	""	"2009/01/01"	"Non"	"n/d"	"237 032,68"	"SINNAEVE CANARDS"
"800233-NA"	"A - Comptant"	""	"(450) 555-8821"	"(450) 555-0001"	"2 437,58"	"CAD"	""	"Ouvert"	"Non"	""	""	"CANARDS SINNAEVE"	""	"800233"	"n/d"	"n/d"	"Français"			""	"2010/01/18"	""	""	"2009/01/26"	""	"2009/01/01"	"Non"	"n/d"	"989 753,83"	"SINNAEVE CANARDS"
"800054-FS"	"S - Régime d'épargne-retraite"	""	""	""	"16 845,54"	"CAD"	""	"Ouvert"	"Non"	""	""	"276 184 275"	""	"800054"	"n/d"	"n/d"	"Français"			""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"293 587,61"	"SKRUNDZ BEAUDOIN"
"800054-JJ"	"J -"	""	""	""	"0,00"	"CAD"	"Oui"	"Ouvert"	"Non"	""	""	"276 184 275"	""	"800054"	"n/d"	"n/d"	"Français"			""	"2010/01/21"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"SKRUNDZ BEAUDOIN"
"800054-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	""	""	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"276 184 275"	""	"800054"	"n/d"	"n/d"	"Français"			""	"2009/12/31"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"6 161,46"	"SKRUNDZ BEAUDOIN"
"800054-RE"	"E - Marge couvert"	""	""	""	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"276 184 275"	""	"800054"	"n/d"	"n/d"	"Français"			""	"2010/01/08"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"153 325,24"	"SKRUNDZ BEAUDOIN"
"800005-GT"	"T - Fonds de revenu de retraite"	""	"(450) 555-1520"	"(450) 555-9455"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"CELINE STANTON"	""	"800005"	"n/d"	"n/d"	"Français"			""	"2009/12/01"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"STANTON CELINE"
"800005-RE"	"E - Marge couvert"	""	"(450) 555-1520"	"(450) 555-9455"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"CELINE STANTON"	""	"800005"	"n/d"	"n/d"	"Français"			""	"2009/04/13"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"0,00"	"STANTON CELINE"
"800005-SF"	"E - Marge couvert"	""	"(450) 555-1520"	"(450) 555-9455"	"0,00"	"USD"	""	"Ouvert"	"Non"	""	""	"CELINE STANTON"	""	"800005"	"n/d"	"n/d"	"Français"			""	"2009/12/01"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"0,00"	"STANTON CELINE"
"800067-NA"	"A - Comptant"	""	"(450) 555-5536"	"(450) 555-6424"	"120,06"	"CAD"	""	"Ouvert"	"Non"	""	""	"ANTOINETTA STEADWARD"	""	"800067"	"n/d"	"n/d"	"Français"			""	"2010/01/04"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"120,06"	"STEADWARD ANTOIN"
"800067-OB"	"A - Comptant"	""	"(450) 555-5536"	"(450) 555-6424"	"1 523,77"	"USD"	""	"Ouvert"	"Non"	""	""	"ANTOINETTA STEADWARD"	""	"800067"	"n/d"	"n/d"	"Français"			"2010/01/25"	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"125 262,54"	"STEADWARD ANTOIN"
"800067-RE"	"E - Marge couvert"	""	"(450) 555-5536"	"(450) 555-6424"	"10 723,72"	"CAD"	""	"Ouvert"	"Non"	""	""	"ANTOINETTA STEADWARD"	""	"800067"	"n/d"	"n/d"	"Français"			""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"3 186 721,38"	"STEADWARD ANTOIN"
"800067-SF"	"E - Marge couvert"	""	"(450) 555-5536"	"(450) 555-6424"	"3 453,39"	"USD"	""	"Ouvert"	"Non"	""	""	"ANTOINETTA STEADWARD"	""	"800067"	"n/d"	"n/d"	"Français"			""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"79 844,98"	"STEADWARD ANTOIN"
"800000-GT"	"T - Fonds de revenu de retraite"	""	"(450) 555-8918"	"(450) 555-7645"	"0,00"	"CAD"	"Oui"	"Ouvert"	"Non"	""	""	"AGGIE STEELE"	""	"800000"	"n/d"	"n/d"	"Français"			""	"2008/08/14"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"STEELE AGGIE"
"800000-JJ"	"J -"	""	"(450) 555-8918"	"(450) 555-7645"	"50,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"AGGIE STEELE"	""	"800000"	"n/d"	"n/d"	"Français"			""	"2010/01/21"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"50,00"	"STEELE AGGIE"
"800000-LY"	"Y - Rente viagère"	""	"(450) 555-8918"	"(450) 555-7645"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"AGGIE STEELE"	""	"800000"	"n/d"	"n/d"	"Français"			""	"2009/02/18"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"STEELE AGGIE"
"800000-NA"	"A - Comptant"	""	"(450) 555-8918"	"(450) 555-7645"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"AGGIE STEELE"	""	"800000"	"n/d"	"n/d"	"Français"			""	"2009/11/19"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"139 914,11"	"STEELE AGGIE"
"800262-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-5369"	"(450) 555-2378"	"2 029,02"	"CAD"	""	"Ouvert"	"Non"	""	""	"CARTERS STUART"	""	"800262"	"n/d"	"n/d"	"Anglais"			""	"2010/01/15"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"219 763,49"	"STUART CARTERS"
"800262-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-5369"	"(450) 555-2378"	"5 094,86"	"CAD"	""	"Ouvert"	"Non"	""	""	"CARTERS STUART"	""	"800262"	"n/d"	"n/d"	"Anglais"			""	"2010/01/08"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"10 159,16"	"STUART CARTERS"
"800262-RE"	"E - Marge couvert"	""	"(450) 555-5369"	"(450) 555-2378"	"11 925,24"	"CAD"	""	"Ouvert"	"Non"	""	""	"CARTERS STUART"	""	"800262"	"n/d"	"n/d"	"Anglais"			""	"2010/01/18"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"251 962,30"	"STUART CARTERS"
"800262-SF"	"E - Marge couvert"	""	"(450) 555-5369"	"(450) 555-2378"	"3 504,86"	"USD"	""	"Ouvert"	"Non"	""	""	"CARTERS STUART"	""	"800262"	"n/d"	"n/d"	"Anglais"			""	"2009/10/09"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"3 504,86"	"STUART CARTERS"
"800290-FS"	"S - Régime d'épargne-retraite"	""	""	""	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"BELLA SWAN"	""	"800290"	"n/d"	"n/d"	"Anglais"			""	"2004/04/16"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"SWAN BELLA"
"800290-GT"	"T - Fonds de revenu de retraite"	""	""	""	"542,89"	"CAD"	""	"Ouvert"	"Non"	""	""	"BELLA SWAN"	""	"800290"	"n/d"	"n/d"	"Anglais"			""	"2009/12/31"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"163 883,31"	"SWAN BELLA"
"800290-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	""	""	"8 683,94"	"CAD"	""	"Ouvert"	"Non"	""	""	"BELLA SWAN"	""	"800290"	"n/d"	"n/d"	"Anglais"			""	"2010/01/04"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"10 742,72"	"SWAN BELLA"
"800290-NA"	"A - Comptant"	""	""	""	"1 279,03"	"CAD"	""	"Ouvert"	"Non"	""	""	"BELLA SWAN"	""	"800290"	"n/d"	"n/d"	"Anglais"			""	"2010/01/15"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"227 421,11"	"SWAN BELLA"
"800290-OB"	"A - Comptant"	""	""	""	"0,00"	"USD"	""	"Ouvert"	"Non"	""	""	"BELLA SWAN"	""	"800290"	"n/d"	"n/d"	"Anglais"			""	"2003/01/28"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"SWAN BELLA"
"800248-NA"	"A - Comptant"	""	"(450) 555-1478"	"(450) 555-9149"	"92 145,40"	"CAD"	""	"Ouvert"	"Non"	""	""	"BERANGERE TABAK"	""	"800248"	"n/d"	"n/d"	"Français"			""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"381 107,30"	"TABAK BERANGERE"
"800248-OB"	"A - Comptant"	""	"(450) 555-1478"	"(450) 555-9149"	"35 615,77"	"USD"	""	"Ouvert"	"Non"	""	""	"BERANGERE TABAK"	""	"800248"	"n/d"	"n/d"	"Français"			""	"2010/01/11"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"546 355,07"	"TABAK BERANGERE"
"800286-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-4812"	"(450) 555-2241"	"2 495,10"	"CAD"	""	"Ouvert"	"Non"	""	""	"ALARIE TODOR"	""	"800286"	"n/d"	"n/d"	"Français"			""	"2010/01/22"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"686 162,13"	"TODOR ALARIE"
"800286-JW"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-4812"	"(450) 555-2241"	"174,65"	"CAD"	""	"Ouvert"	"Non"	""	""	"ALARIE TODOR"	""	"800286"	"n/d"	"n/d"	"Français"			""	"2009/12/31"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"7 255,15"	"TODOR ALARIE"
"800286-NA"	"A - Comptant"	""	"(450) 555-4812"	"(450) 555-2241"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"ALARIE TODOR"	""	"800286"	"n/d"	"n/d"	"Français"			""	"2008/03/05"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"TODOR ALARIE"
"800286-OB"	"A - Comptant"	""	"(450) 555-4812"	"(450) 555-2241"	"0,00"	"USD"	""	"Ouvert"	"Non"	""	""	"ALARIE TODOR"	""	"800286"	"n/d"	"n/d"	"Français"			""	"2008/02/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"	"TODOR ALARIE"
"800286-RE"	"E - Marge couvert"	""	"(450) 555-4812"	"(450) 555-2241"	"1 206,81"	"CAD"	""	"Ouvert"	"Non"	""	""	"ALARIE TODOR"	""	"800286"	"n/d"	"n/d"	"Français"			""	"2009/12/31"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"186 552,21"	"TODOR ALARIE"
"800286-SF"	"E - Marge couvert"	""	"(450) 555-4812"	"(450) 555-2241"	"281,06"	"USD"	""	"Ouvert"	"Non"	""	""	"ALARIE TODOR"	""	"800286"	"n/d"	"n/d"	"Français"			""	"2010/01/08"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"221 676,46"	"TODOR ALARIE"
"800040-FS"	"S - Régime d'épargne-retraite"	""	"5148075821"	""	"15 489,60"	"CAD"	"Oui"	"Ouvert"	"Non"	""	""	"ANNEMARIE TON"	""	"800040"	"n/d"	"n/d"	"Français"			""	"2010/01/20"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"557 554,59"	"TON ANNEMARIE"
"800040-RE"	"E - Marge couvert"	""	"5148075821"	""	"16 048,24"	"CAD"	""	"Ouvert"	"Non"	""	""	"ANNEMARIE TON"	""	"800040"	"n/d"	"n/d"	"Français"			""	"2010/01/22"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"671 647,02"	"TON ANNEMARIE"
"800084-NA"	"A - Comptant"	""	"450 6626101B"	"1234567890"	"8 464,67"	"CAD"	""	"Ouvert"	"Non"	""	""	"CHINDA TREMBLAY"	""	"800084"	"n/d"	"n/d"	"Anglais"			""	"2010/01/07"	""	""	""	""	"2009/01/01"	"Oui"	"n/d"	"2 598 428,87"	"TREMBLAY CHINDA"
"800084-OB"	"A - Comptant"	""	"450 6626101B"	"1234567890"	"680,19"	"USD"	""	"Ouvert"	"Non"	""	""	"CHINDA TREMBLAY"	""	"800084"	"n/d"	"n/d"	"Anglais"			""	"2009/11/30"	""	""	""	""	"2009/01/01"	"Oui"	"n/d"	"680,19"	"TREMBLAY CHINDA"
"800278-RE"	"E - Marge couvert"	""	"123 456 1111"	"123 456-2222"	"15 972,50"	"CAD"	""	"Ouvert"	"Non"	""	""	"CIARAN TREN"	""	"800278"	"n/d"	"n/d"	"Français"			""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"269 429,54"	"TREN CIARAN"
"800236-GT"	"T - Fonds de revenu de retraite"	""	""	""	"829,74"	"CAD"	""	"Ouvert"	"Non"	""	""	"AMARJIT TRUEMAN"	""	"800236"	"n/d"	"n/d"	"Français"			""	"2010/01/15"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"162 436,61"	"TRUEMAN AMARJIT"
"800236-JJ"	"J -"	""	""	""	"3 739,67"	"CAD"	""	"Ouvert"	"Non"	""	""	"AMARJIT TRUEMAN"	""	"800236"	"n/d"	"n/d"	"Français"			""	"2010/01/22"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"3 739,67"	"TRUEMAN AMARJIT"
"800236-NA"	"A - Comptant"	""	""	""	"95 476,03"	"CAD"	""	"Ouvert"	"Non"	""	""	"AMARJIT TRUEMAN"	""	"800236"	"n/d"	"n/d"	"Français"			""	"2010/01/18"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"922 332,15"	"TRUEMAN AMARJIT"
"800236-OB"	"A - Comptant"	""	""	""	"10 647,24"	"USD"	""	"Ouvert"	"Non"	""	""	"AMARJIT TRUEMAN"	""	"800236"	"n/d"	"n/d"	"Français"			""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"154 317,20"	"TRUEMAN AMARJIT"
"300011-NA"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"21 400,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"TRXIONS FONDS CIBC"	""	"300011"	"n/d"	"n/d"	"Français"			"2009/10/23"	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"50 780,60"	"TRXIONS FONDS CI"
"300015-NA"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"3 292,60"	"CAD"	""	"Ouvert"	"Non"	""	""	"TRXIONS WEEKEND"	""	"300015"	"n/d"	"n/d"	"Français"			"2009/07/08"	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"22 377,60"	"TRXIONS WEEKEND"
"300014-NA"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"26 764,47"	"CAD"	""	"Ouvert"	"Non"	""	""	"VALIDATION CR"	""	"300014"	"n/d"	"n/d"	"Français"			"2010/01/22"	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"148 840,10"	"VALIDATION CR"
"300001-NA"	"A - Comptant"	"00d000004321"	"(450) 555-4444"	"(450) 555-4441"	"100 693,02"	"CAD"	""	"Ouvert"	"Non"	""	""	"VALIDATIONS CALCULS"	""	"300001"	"n/d"	"n/d"	"Français"			"2010/01/25"	"2010/01/26"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"513 641,53"	"VALIDATIONS CALC"
"300008-NA"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"49 951,27"	"CAD"	""	"Ouvert"	"Non"	""	""	"VALIDATIONS CALCULS"	""	"300008"	"n/d"	"n/d"	"Français"			"2010/01/22"	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"149 707,76"	"VALIDATIONS CALC"
"300002-NA"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"101 122,40"	"CAD"	""	"Ouvert"	"Non"	""	""	"VALIDATIONS SEPARATION LOT"	""	"300002"	"n/d"	"n/d"	"Français"			"2010/01/20"	"2010/01/26"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"257 326,06"	"VALIDATIONS SEPA"
"300002-OB"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"89 929,28"	"USD"	""	"Ouvert"	"Non"	""	""	"VALIDATIONS SEPARATION LOT"	""	"300002"	"n/d"	"n/d"	"Français"			"2010/01/21"	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"232 882,80"	"VALIDATIONS SEPA"
"800264-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-7022"	"(450) 555-6707"	"1 655,86"	"CAD"	""	"Ouvert"	"Non"	""	""	"GILLES VILLENEUVE"	""	"800264"	"n/d"	"n/d"	"Français"			""	"2010/01/18"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"410 251,90"	"VILLENEUVE GILLE"
"800264-NA"	"A - Comptant"	""	"(450) 555-7022"	"(450) 555-6707"	"3 415,56"	"CAD"	""	"Ouvert"	"Non"	""	""	"GILLES VILLENEUVE"	""	"800264"	"n/d"	"n/d"	"Français"			""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"737 355,09"	"VILLENEUVE GILLE"
"800045-FS"	"S - Régime d'épargne-retraite"	""	"(450) 555-0531"	"(450) 555-6343"	"432,24"	"CAD"	""	"Ouvert"	"Non"	""	""	"CARROLL VOSSEN"	""	"800045"	"n/d"	"n/d"	"Français"			""	"2010/01/19"	""	""	"2008/09/25"	""	"2009/01/01"	"Non"	"n/d"	"157 744,60"	"VOSSEN CARROLL"
"800045-RE"	"E - Marge couvert"	""	"(450) 555-0531"	"(450) 555-6343"	"0,00"	"CAD"	""	"Ouvert"	"Non"	""	""	"CARROLL VOSSEN"	""	"800045"	"n/d"	"n/d"	"Français"			""	"2009/12/07"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"0,00"	"VOSSEN CARROLL"
