"Account No."	"Type"	"Plan"	"Telephone 1"	"Telephone 2"	"Balance"	"Currency"	"Feuille A"	"Withdrawal frequency 2"	"Withdrawal frequency 1"	"Withdrawal amount 2"	"Withdrawal amount 1"	"Withdr. freq. start date 2"	"Withdr. freq. start date 1"	"Status"	"Sleeves"	"Reserves"	"Pro"	"Model Number"	"Model Name"	"Management Start Date"	"Last Transaction"	"Last Trade"	"Language"	"Joint Account"	"Full Name"	"Discretionary"	"Creation Date"	"Closing Date"	"Client No."	"Margin"	"Total Value"	"Name"
"800227-NA"	"A - Cash"	""	"(450) 555-4060"	"(450) 555-4861"	"2,852.37"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/04/2010"	""	"French"	"No"	"CATELLIER ROLLAND"	"Yes"	"01/01/2009"	""	"800227"	"n/a"	"152,266.51"	"ROLLAND CATELLIE"
"800227-OB"	"A - Cash"	""	"(450) 555-4060"	"(450) 555-4861"	"0.00"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"09/27/1999"	""	"French"	"No"	"CATELLIER ROLLAND"	"Yes"	"01/01/2009"	""	"800227"	"n/a"	"0.00"	"ROLLAND CATELLIE"
"800261-FS"	"S - Retirement Savings Plan"	""	"(450) 555-6604"	"(450) 555-0922"	"14,141.92"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/18/2010"	""	"English"	"No"	"ALMA SAMBORSKI"	"Yes"	"01/01/2009"	""	"800261"	"n/a"	"594,302.09"	"SAMBORSKI ALMA"
"800261-GT"	"T - Retirement Income Funds"	""	"(450) 555-6604"	"(450) 555-0922"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"11/18/2008"	""	"English"	"No"	"ALMA SAMBORSKI"	"Yes"	"01/01/2009"	""	"800261"	"n/a"	"0.00"	"SAMBORSKI ALMA"
"800261-JW"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-6604"	"(450) 555-0922"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/02/2009"	""	"English"	"No"	"ALMA SAMBORSKI"	"Yes"	"01/01/2009"	""	"800261"	"n/a"	"5,200.50"	"SAMBORSKI ALMA"
"800261-NA"	"A - Cash"	""	"(450) 555-6604"	"(450) 555-0922"	"965.16"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/15/2010"	""	"English"	"No"	"ALMA SAMBORSKI"	"Yes"	"01/01/2009"	""	"800261"	"n/a"	"231,751.31"	"SAMBORSKI ALMA"
"800216-NA"	"A - Cash"	"112577689307"	"(450) 555-9953"	"(450) 555-3342"	"833,754.65"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/22/2010"	""	"French"	"No"	"AMYN SAMSON"	"Yes"	"01/01/2009"	""	"800216"	"n/a"	"12,573,237.55"	"SAMSON AMYN"
"800216-OB"	"A - Cash"	"112577689U07"	"(450) 555-9953"	"(450) 555-3342"	"681,540.37"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	""	"French"	"No"	"AMYN SAMSON"	"Yes"	"01/01/2009"	""	"800216"	"n/a"	"5,529,228.66"	"SAMSON AMYN"
"800044-RE"	"E - Margin Long"	"00d000004321"	""	""	"(76,197.21)"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/18/2010"	""	"English"	"No"	"BRUNO SANDHU"	"Yes"	"01/01/2009"	""	"800044"	"0.00"	"362,224.79"	"SANDHU BRUNO"
"800044-SF"	"E - Margin Long"	"00d000004321"	""	""	"4,545.35"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"12/16/2009"	""	"English"	"No"	"BRUNO SANDHU"	"Yes"	"01/01/2009"	""	"800044"	"0.00"	"4,545.35"	"SANDHU BRUNO"
"800257-FS"	"S - Retirement Savings Plan"	""	"(450) 555-2752"	"(450) 555-6082"	"115.21"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/04/2010"	""	"French"	"No"	"AYAAZ SATTLER"	"Yes"	"01/01/2009"	""	"800257"	"n/a"	"1,248,865.33"	"SATTLER AYAAZ"
"800257-JW"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-2752"	"(450) 555-6082"	"99.06"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/15/2010"	""	"French"	"No"	"AYAAZ SATTLER"	"Yes"	"01/01/2009"	""	"800257"	"n/a"	"12,001.07"	"SATTLER AYAAZ"
"800257-RE"	"E - Margin Long"	""	"(450) 555-2752"	"(450) 555-6082"	"(52,202.91)"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	""	"French"	"No"	"AYAAZ SATTLER"	"Yes"	"01/01/2009"	""	"800257"	"0.00"	"1,331,958.81"	"SATTLER AYAAZ"
"800208-NA"	"A - Cash"	""	"(450) 555-7341"	"(450) 555-6194"	"12,429.65"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/25/2010"	""	"English"	"No"	"BOYD SAUFFERER"	"Yes"	"01/01/2009"	""	"800208"	"n/a"	"255,547.82"	"SAUFFERER BOYD"
"800026-OB"	"A - Cash"	""	"(450) 555-9115"	"(450) 555-8616"	"0.00"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"08/25/2006"	""	"French"	"No"	"AMANDA SAYED"	"Yes"	"01/01/2009"	""	"800026"	"n/a"	"0.00"	"SAYED AMANDA"
"800026-RE"	"E - Margin Long"	""	"(450) 555-9115"	"(450) 555-8616"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"06/23/2008"	""	"French"	"No"	"AMANDA SAYED"	"Yes"	"01/01/2009"	""	"800026"	"0.00"	"0.00"	"SAYED AMANDA"
"800025-GT"	"T - Retirement Income Funds"	""	"(450) 555-2850"	"(450) 555-8033"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"05/31/2007"	""	"French"	"No"	"ACADIA SAYEGH"	"Yes"	"01/01/2009"	""	"800025"	"n/a"	"0.00"	"SAYEGH ACADIA"
"800025-NA"	"A - Cash"	""	"(450) 555-2850"	"(450) 555-8033"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"07/11/2007"	""	"French"	"No"	"ACADIA SAYEGH"	"Yes"	"01/01/2009"	""	"800025"	"n/a"	"0.00"	"SAYEGH ACADIA"
"800022-HU"	"R - RSP Locked-in (Locked-in & LIRA)"	""	"(450) 555-4476"	"(450) 555-9713"	"1,503.65"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/15/2010"	""	"English"	"No"	"BLAIR SCARLETT"	"Yes"	"01/01/2009"	""	"800022"	"n/a"	"399,864.27"	"SCARLETT BLAIR"
"800022-NA"	"A - Cash"	""	"(450) 555-4476"	"(450) 555-9713"	"4,410.32"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/25/2010"	""	"English"	"No"	"BLAIR SCARLETT"	"Yes"	"01/01/2009"	""	"800022"	"n/a"	"207,055.78"	"SCARLETT BLAIR"
"800023-NA"	"A - Cash"	""	"(450) 555-4476"	"(450) 555-9713"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"09/18/2006"	""	"English"	"No"	"BROCK GERRARD"	"Yes"	"01/01/2009"	""	"800023"	"n/a"	"0.00"	"SCARLETT BLAIR"
"800023-OB"	"A - Cash"	""	"(450) 555-4476"	"(450) 555-9713"	"0.00"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/15/2007"	""	"English"	"No"	"BROCK GERRARD"	"Yes"	"01/01/2009"	""	"800023"	"n/a"	"0.00"	"SCARLETT BLAIR"
"800211-NA"	"A - Cash"	""	"(450) 555-1057"	"(450) 555-2279"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"11/05/2003"	""	"French"	"No"	"ALICK SERGE"	"Yes"	"01/01/2009"	""	"800211"	"n/a"	"0.00"	"SERGE ALICK"
"800211-OB"	"A - Cash"	""	"(450) 555-1057"	"(450) 555-2279"	"0.00"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"11/25/2003"	""	"French"	"No"	"ALICK SERGE"	"Yes"	"01/01/2009"	""	"800211"	"n/a"	"0.00"	"SERGE ALICK"
"800211-RE"	"E - Margin Long"	""	"(450) 555-1057"	"(450) 555-2279"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/21/2005"	""	"French"	"No"	"ALICK SERGE"	"Yes"	"01/01/2009"	""	"800211"	"0.00"	"0.00"	"SERGE ALICK"
"800211-SF"	"E - Margin Long"	""	"(450) 555-1057"	"(450) 555-2279"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/21/2005"	""	"French"	"No"	"ALICK SERGE"	"Yes"	"01/01/2009"	""	"800211"	"0.00"	"0.00"	"SERGE ALICK"
"800212-FS"	"S - Retirement Savings Plan"	""	"(450) 555-1057"	"(450) 555-2279"	"39,718.57"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/15/2010"	""	"English"	"Yes"	"ALICK SERGE"	"Yes"	"01/01/2009"	""	"800212"	"n/a"	"430,447.35"	"SERGE ALICK"
"800212-JW"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-1057"	"(450) 555-2279"	"86.40"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"02/03/2009"	""	"English"	"Yes"	"ALICK SERGE"	"Yes"	"01/01/2009"	""	"800212"	"n/a"	"8,132.32"	"SERGE ALICK"
"800212-RE"	"E - Margin Long"	""	"(450) 555-1057"	"(450) 555-2279"	"14,561.61"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/18/2010"	""	"English"	"Yes"	"ALICK SERGE"	"Yes"	"01/01/2009"	""	"800212"	"0.00"	"229,165.23"	"SERGE ALICK"
"800212-SF"	"E - Margin Long"	""	"(450) 555-1057"	"(450) 555-2279"	"(8,176.24)"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/18/2010"	""	"English"	"Yes"	"ALICK SERGE"	"Yes"	"01/01/2009"	""	"800212"	"0.00"	"72,437.12"	"SERGE ALICK"
"800242-GT"	"T - Retirement Income Funds"	"00k000001534"	"(450) 555-6685"	"(450) 555-4013"	"7,584.18"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/20/2010"	""	"French"	"No"	"ASSURANCE SHERMANN & FRERES (1996)"	"Yes"	"01/01/2009"	""	"800242"	"n/a"	"342,826.58"	"SHERMANN ASSURAN"
"800242-JW"	"W - Spousal - Retirement Income Funds"	"00k000001534"	"(450) 555-6685"	"(450) 555-4013"	"(5,318.26)"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/20/2010"	""	"French"	"No"	"ASSURANCE SHERMANN & FRERES (1996)"	"Yes"	"01/01/2009"	""	"800242"	"n/a"	"10,806.90"	"SHERMANN ASSURAN"
"800242-RE"	"E - Margin Long"	"00k000001534"	"(450) 555-6685"	"(450) 555-4013"	"96.78"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/20/2010"	""	"French"	"No"	"ASSURANCE SHERMANN & FRERES (1996)"	"Yes"	"01/01/2009"	""	"800242"	"0.00"	"242,878.26"	"SHERMANN ASSURAN"
"800015-NA"	"A - Cash"	""	"(450) 555-3117"	"(450) 555-9586"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"04/02/2009"	""	"English"	"No"	"BOUDRIAS SIDDALL"	"Yes"	"01/01/2009"	""	"800015"	"n/a"	"0.00"	"SIDDALL BOUDRIAS"
"800015-OB"	"A - Cash"	""	"(450) 555-3117"	"(450) 555-9586"	"0.00"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"04/28/2009"	""	"English"	"No"	"BOUDRIAS SIDDALL"	"Yes"	"01/01/2009"	""	"800015"	"n/a"	"0.00"	"SIDDALL BOUDRIAS"
"800015-RE"	"E - Margin Long"	""	"(450) 555-3117"	"(450) 555-9586"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"04/02/2009"	""	"English"	"No"	"BOUDRIAS SIDDALL"	"Yes"	"01/01/2009"	""	"800015"	"0.00"	"0.00"	"SIDDALL BOUDRIAS"
"800015-SF"	"E - Margin Long"	""	"(450) 555-3117"	"(450) 555-9586"	"0.00"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"04/15/2009"	""	"English"	"No"	"BOUDRIAS SIDDALL"	"Yes"	"01/01/2009"	""	"800015"	"0.00"	"0.00"	"SIDDALL BOUDRIAS"
"800070-FS"	"S - Retirement Savings Plan"	""	"(450) 555-1061"	"(450) 555-6970"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"06/16/1995"	""	"French"	"No"	"AUGUSTINE SIMARD"	"Yes"	"01/01/2009"	""	"800070"	"n/a"	"0.00"	"SIMARD AUGUSTINE"
"800266-FS"	"S - Retirement Savings Plan"	""	"(450) 555-0496"	"(450) 555-2389"	"184.78"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"12/29/2009"	""	"French"	"No"	"AILLEEN SINAGRA"	"Yes"	"01/01/2009"	""	"800266"	"n/a"	"438,654.19"	"SINAGRA AILLEEN"
"800266-JW"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-0496"	"(450) 555-2389"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	""	""	"French"	"No"	"AILLEEN SINAGRA"	"Yes"	"01/01/2009"	""	"800266"	"n/a"	"0.00"	"SINAGRA AILLEEN"
"800266-LV"	"N -"	""	"(450) 555-0496"	"(450) 555-2389"	"79.78"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"12/31/2009"	""	"French"	"No"	"AILLEEN SINAGRA"	"Yes"	"01/01/2009"	""	"800266"	"n/a"	"209,116.86"	"SINAGRA AILLEEN"
"800266-RE"	"E - Margin Long"	""	"(450) 555-0496"	"(450) 555-2389"	"0.55"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/22/2010"	""	"French"	"No"	"AILLEEN SINAGRA"	"Yes"	"01/01/2009"	""	"800266"	"0.00"	"174,331.65"	"SINAGRA AILLEEN"
"800233-FS"	"S - Retirement Savings Plan"	""	"(450) 555-8821"	"(450) 555-0001"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"12/07/2006"	""	"French"	"No"	"CANARDS SINNAEVE"	"Yes"	"01/01/2009"	""	"800233"	"n/a"	"0.00"	"SINNAEVE CANARDS"
"800233-GT"	"T - Retirement Income Funds"	""	"(450) 555-8821"	"(450) 555-0001"	"1,958.30"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	"01/26/2009"	"01/07/2010"	""	"French"	"No"	"CANARDS SINNAEVE"	"Yes"	"01/01/2009"	""	"800233"	"n/a"	"237,032.68"	"SINNAEVE CANARDS"
"800233-NA"	"A - Cash"	""	"(450) 555-8821"	"(450) 555-0001"	"2,437.58"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	"01/26/2009"	"01/18/2010"	""	"French"	"No"	"CANARDS SINNAEVE"	"Yes"	"01/01/2009"	""	"800233"	"n/a"	"989,753.83"	"SINNAEVE CANARDS"
"800054-FS"	"S - Retirement Savings Plan"	""	""	""	"16,845.54"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	""	"French"	"No"	"276 184 275"	"Yes"	"01/01/2009"	""	"800054"	"n/a"	"293,587.61"	"SKRUNDZ BEAUDOIN"
"800054-JJ"	"J -"	""	""	""	"0.00"	"CAD"	"Yes"	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/21/2010"	""	"French"	"No"	"276 184 275"	"Yes"	"01/01/2009"	""	"800054"	"n/a"	"0.00"	"SKRUNDZ BEAUDOIN"
"800054-JW"	"W - Spousal - Retirement Income Funds"	""	""	""	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"12/31/2009"	""	"French"	"No"	"276 184 275"	"Yes"	"01/01/2009"	""	"800054"	"n/a"	"6,161.46"	"SKRUNDZ BEAUDOIN"
"800054-RE"	"E - Margin Long"	""	""	""	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/08/2010"	""	"French"	"No"	"276 184 275"	"Yes"	"01/01/2009"	""	"800054"	"0.00"	"153,325.24"	"SKRUNDZ BEAUDOIN"
"800005-GT"	"T - Retirement Income Funds"	""	"(450) 555-1520"	"(450) 555-9455"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"12/01/2009"	""	"French"	"No"	"CELINE STANTON"	"Yes"	"01/01/2009"	""	"800005"	"n/a"	"0.00"	"STANTON CELINE"
"800005-RE"	"E - Margin Long"	""	"(450) 555-1520"	"(450) 555-9455"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"04/13/2009"	""	"French"	"No"	"CELINE STANTON"	"Yes"	"01/01/2009"	""	"800005"	"0.00"	"0.00"	"STANTON CELINE"
"800005-SF"	"E - Margin Long"	""	"(450) 555-1520"	"(450) 555-9455"	"0.00"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"12/01/2009"	""	"French"	"No"	"CELINE STANTON"	"Yes"	"01/01/2009"	""	"800005"	"0.00"	"0.00"	"STANTON CELINE"
"800067-NA"	"A - Cash"	""	"(450) 555-5536"	"(450) 555-6424"	"120.06"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/04/2010"	""	"French"	"No"	"ANTOINETTA STEADWARD"	"Yes"	"01/01/2009"	""	"800067"	"n/a"	"120.06"	"STEADWARD ANTOIN"
"800067-OB"	"A - Cash"	""	"(450) 555-5536"	"(450) 555-6424"	"1,523.77"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	"01/25/2010"	"French"	"No"	"ANTOINETTA STEADWARD"	"Yes"	"01/01/2009"	""	"800067"	"n/a"	"125,262.54"	"STEADWARD ANTOIN"
"800067-RE"	"E - Margin Long"	""	"(450) 555-5536"	"(450) 555-6424"	"10,723.72"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	""	"French"	"No"	"ANTOINETTA STEADWARD"	"Yes"	"01/01/2009"	""	"800067"	"0.00"	"3,186,721.38"	"STEADWARD ANTOIN"
"800067-SF"	"E - Margin Long"	""	"(450) 555-5536"	"(450) 555-6424"	"3,453.39"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	""	"French"	"No"	"ANTOINETTA STEADWARD"	"Yes"	"01/01/2009"	""	"800067"	"0.00"	"79,844.98"	"STEADWARD ANTOIN"
"800000-GT"	"T - Retirement Income Funds"	""	"(450) 555-8918"	"(450) 555-7645"	"0.00"	"CAD"	"Yes"	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"08/14/2008"	""	"French"	"No"	"AGGIE STEELE"	"Yes"	"01/01/2009"	""	"800000"	"n/a"	"0.00"	"STEELE AGGIE"
"800000-JJ"	"J -"	""	"(450) 555-8918"	"(450) 555-7645"	"50.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/21/2010"	""	"French"	"No"	"AGGIE STEELE"	"Yes"	"01/01/2009"	""	"800000"	"n/a"	"50.00"	"STEELE AGGIE"
"800000-LY"	"Y - Life Annuity"	""	"(450) 555-8918"	"(450) 555-7645"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"02/18/2009"	""	"French"	"No"	"AGGIE STEELE"	"Yes"	"01/01/2009"	""	"800000"	"n/a"	"0.00"	"STEELE AGGIE"
"800000-NA"	"A - Cash"	""	"(450) 555-8918"	"(450) 555-7645"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"11/19/2009"	""	"French"	"No"	"AGGIE STEELE"	"Yes"	"01/01/2009"	""	"800000"	"n/a"	"139,914.11"	"STEELE AGGIE"
"800262-FS"	"S - Retirement Savings Plan"	""	"(450) 555-5369"	"(450) 555-2378"	"2,029.02"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/15/2010"	""	"English"	"No"	"CARTERS STUART"	"Yes"	"01/01/2009"	""	"800262"	"n/a"	"219,763.49"	"STUART CARTERS"
"800262-JW"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-5369"	"(450) 555-2378"	"5,094.86"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/08/2010"	""	"English"	"No"	"CARTERS STUART"	"Yes"	"01/01/2009"	""	"800262"	"n/a"	"10,159.16"	"STUART CARTERS"
"800262-RE"	"E - Margin Long"	""	"(450) 555-5369"	"(450) 555-2378"	"11,925.24"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/18/2010"	""	"English"	"No"	"CARTERS STUART"	"Yes"	"01/01/2009"	""	"800262"	"0.00"	"251,962.30"	"STUART CARTERS"
"800262-SF"	"E - Margin Long"	""	"(450) 555-5369"	"(450) 555-2378"	"3,504.86"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"10/09/2009"	""	"English"	"No"	"CARTERS STUART"	"Yes"	"01/01/2009"	""	"800262"	"0.00"	"3,504.86"	"STUART CARTERS"
"800290-FS"	"S - Retirement Savings Plan"	""	""	""	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"04/16/2004"	""	"English"	"No"	"BELLA SWAN"	"Yes"	"01/01/2009"	""	"800290"	"n/a"	"0.00"	"SWAN BELLA"
"800290-GT"	"T - Retirement Income Funds"	""	""	""	"542.89"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"12/31/2009"	""	"English"	"No"	"BELLA SWAN"	"Yes"	"01/01/2009"	""	"800290"	"n/a"	"163,883.31"	"SWAN BELLA"
"800290-JW"	"W - Spousal - Retirement Income Funds"	""	""	""	"8,683.94"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/04/2010"	""	"English"	"No"	"BELLA SWAN"	"Yes"	"01/01/2009"	""	"800290"	"n/a"	"10,742.72"	"SWAN BELLA"
"800290-NA"	"A - Cash"	""	""	""	"1,279.03"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/15/2010"	""	"English"	"No"	"BELLA SWAN"	"Yes"	"01/01/2009"	""	"800290"	"n/a"	"227,421.11"	"SWAN BELLA"
"800290-OB"	"A - Cash"	""	""	""	"0.00"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/28/2003"	""	"English"	"No"	"BELLA SWAN"	"Yes"	"01/01/2009"	""	"800290"	"n/a"	"0.00"	"SWAN BELLA"
"800248-NA"	"A - Cash"	""	"(450) 555-1478"	"(450) 555-9149"	"92,145.40"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/25/2010"	""	"French"	"No"	"BERANGERE TABAK"	"Yes"	"01/01/2009"	""	"800248"	"n/a"	"381,107.30"	"TABAK BERANGERE"
"800248-OB"	"A - Cash"	""	"(450) 555-1478"	"(450) 555-9149"	"35,615.77"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/11/2010"	""	"French"	"No"	"BERANGERE TABAK"	"Yes"	"01/01/2009"	""	"800248"	"n/a"	"546,355.07"	"TABAK BERANGERE"
"800286-FS"	"S - Retirement Savings Plan"	""	"(450) 555-4812"	"(450) 555-2241"	"2,495.10"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/22/2010"	""	"French"	"No"	"ALARIE TODOR"	"Yes"	"01/01/2009"	""	"800286"	"n/a"	"686,162.13"	"TODOR ALARIE"
"800286-JW"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-4812"	"(450) 555-2241"	"174.65"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"12/31/2009"	""	"French"	"No"	"ALARIE TODOR"	"Yes"	"01/01/2009"	""	"800286"	"n/a"	"7,255.15"	"TODOR ALARIE"
"800286-NA"	"A - Cash"	""	"(450) 555-4812"	"(450) 555-2241"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"03/05/2008"	""	"French"	"No"	"ALARIE TODOR"	"Yes"	"01/01/2009"	""	"800286"	"n/a"	"0.00"	"TODOR ALARIE"
"800286-OB"	"A - Cash"	""	"(450) 555-4812"	"(450) 555-2241"	"0.00"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"02/25/2008"	""	"French"	"No"	"ALARIE TODOR"	"Yes"	"01/01/2009"	""	"800286"	"n/a"	"0.00"	"TODOR ALARIE"
"800286-RE"	"E - Margin Long"	""	"(450) 555-4812"	"(450) 555-2241"	"1,206.81"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"12/31/2009"	""	"French"	"No"	"ALARIE TODOR"	"Yes"	"01/01/2009"	""	"800286"	"0.00"	"186,552.21"	"TODOR ALARIE"
