"Name"	"Account No."	"IA Code"	"Type"	"Plan"	"Telephone 1"	"Telephone 2"	"Balance"	"Currency"	"Feuille A"	"Withdrawal frequency 2"	"Withdrawal frequency 1"	"Withdrawal amount 2"	"Withdrawal amount 1"	"Withdr. freq. start date 2"	"Withdr. freq. start date 1"	"Status"	"Sleeves"	"Reserves"	"Pro"	"Model Number"	"Model Name"	"Management Start Date"	"Last Transaction"	"Last Trade"	"Language"	"Joint Account"	"Full Name"	"Discretionary"	"Creation Date"	"Closing Date"	"Client No."	"Margin"	"Total Value"
"POTYONDY ADAMS"	"800035-HU"	"AC44"	"R - RSP Locked-in (Locked-in & LIRA)"	""	""	""	"5,572.69"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	""	"French"	"No"	"ADAMS POTYONDY"	"Yes"	"01/01/2009"	""	"800035"	"n/a"	"601,384.91"
"POTYONDY ADAMS"	"800035-JW"	"AC44"	"W - Spousal - Retirement Income Funds"	""	""	""	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/20/2010"	""	"French"	"No"	"ADAMS POTYONDY"	"Yes"	"01/01/2009"	""	"800035"	"n/a"	"9,946.98"
"POTYONDY ADAMS"	"800035-NA"	"AC44"	"A - Cash"	""	""	""	"88.02"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/22/2010"	""	"French"	"No"	"ADAMS POTYONDY"	"Yes"	"01/01/2009"	""	"800035"	"n/a"	"842,215.07"
"PROJ. INC. RPT"	"800400-NA"	"BD88"	"A - Cash"	""	"(450) 555-4444"	"(450) 555-4441"	"453,258.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/25/2010"	"01/22/2010"	"French"	"No"	"PROJECTED INCOME REPORT"	"Yes"	"01/01/2009"	""	"800400"	"n/a"	"555,985.56"
"PROJ. INC. RPT"	"800400-OB"	"BD88"	"A - Cash"	""	"(450) 555-4444"	"(450) 555-4441"	"0.00"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	""	""	"French"	"No"	"PROJECTED INCOME REPORT"	"Yes"	"01/01/2009"	""	"800400"	"n/a"	"0.00"
"PROJ. INC. RPT"	"800401-NA"	"BD88"	"A - Cash"	""	"(450) 555-4444"	"(450) 555-4441"	"453,258.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/25/2010"	"01/22/2010"	"French"	"No"	"PROJECTED INCOME REPORT"	"Yes"	"01/01/2009"	""	"800401"	"n/a"	"555,985.56"
"QUAGHEBEUR CAROL"	"800041-FS"	"AC44"	"S - Retirement Savings Plan"	""	"4183346666"	""	"94,546.82"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	""	"French"	"No"	"CAROLLE QUAGHEBEUR"	"Yes"	"01/01/2009"	""	"800041"	"n/a"	"681,532.24"
"QUAGHEBEUR CAROL"	"800041-NA"	"AC44"	"A - Cash"	"002000001234"	"4183346666"	""	"143,256.11"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/25/2010"	""	"French"	"No"	"CAROLLE QUAGHEBEUR"	"Yes"	"01/01/2009"	""	"800041"	"n/a"	"2,000,404.26"
"QUAGHEBEUR CAROL"	"800041-OB"	"AC44"	"A - Cash"	"001000001234"	"4183346666"	""	"142,067.81"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/21/2010"	""	"French"	"No"	"CAROLLE QUAGHEBEUR"	"Yes"	"01/01/2009"	""	"800041"	"n/a"	"418,050.31"
"RAPPORT INTACC"	"800502-NA"	"BD88"	"A - Cash"	""	"(450) 555-4444"	"(450) 555-4441"	"471,784.75"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/25/2010"	"12/21/2009"	"French"	"No"	"RAPPORT INTACC"	"Yes"	"01/01/2009"	""	"800502"	"n/a"	"574,512.31"
"RAPPORT INTACC"	"800502-OB"	"BD88"	"A - Cash"	""	"(450) 555-4444"	"(450) 555-4441"	"0.00"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	""	""	"French"	"No"	"RAPPORT INTACC"	"Yes"	"01/01/2009"	""	"800502"	"n/a"	"0.00"
"RETZLAFF CAISSE"	"800239-RE"	"AC42"	"E - Margin Long"	"001000"	"(450) 555-1316"	"(450) 555-0873"	"(7,562.61)"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Closed"	"No"	""	"No"	"~M-0000R-0"	"+FB_MONTAN_SUBS"	""	"10/13/2016"	""	"English"	"No"	"CAISSE RETZLAFF"	"Yes"	"01/01/2009"	"01/01/2010"	"800239"	"0.00"	"3,037,324.67"
"RETZLAFF CAISSE"	"800239-SF"	"AC42"	"E - Margin Long"	"001000001234"	"(450) 555-1316"	"(450) 555-0873"	"(88.79)"	"USD"	"Yes"	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/19/2010"	""	"English"	"No"	"CAISSE RETZLAFF"	"Yes"	"01/01/2009"	""	"800239"	"0.00"	"424,271.85"
"ROLLAND CATELLIE"	"800227-JJ"	"BD88"	"J -"	""	"(450) 555-4060"	"(450) 555-4861"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/22/2007"	""	"French"	"No"	"CATELLIER ROLLAND"	"Yes"	"01/01/2009"	""	"800227"	"n/a"	"0.00"
"ROLLAND CATELLIE"	"800227-JW"	"BD88"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-4060"	"(450) 555-4861"	"130.10"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"10/30/2009"	""	"French"	"No"	"CATELLIER ROLLAND"	"Yes"	"01/01/2009"	""	"800227"	"n/a"	"5,871.90"
"ROLLAND CATELLIE"	"800227-NA"	"BD88"	"A - Cash"	""	"(450) 555-4060"	"(450) 555-4861"	"2,852.37"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/04/2010"	""	"French"	"No"	"CATELLIER ROLLAND"	"Yes"	"01/01/2009"	""	"800227"	"n/a"	"152,266.51"
"ROLLAND CATELLIE"	"800227-OB"	"BD88"	"A - Cash"	""	"(450) 555-4060"	"(450) 555-4861"	"0.00"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"09/27/1999"	""	"French"	"No"	"CATELLIER ROLLAND"	"Yes"	"01/01/2009"	""	"800227"	"n/a"	"0.00"
"SAMBORSKI ALMA"	"800261-FS"	"BD66"	"S - Retirement Savings Plan"	""	"(450) 555-6604"	"(450) 555-0922"	"14,141.92"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/18/2010"	""	"English"	"No"	"ALMA SAMBORSKI"	"Yes"	"01/01/2009"	""	"800261"	"n/a"	"594,302.09"
"SAMBORSKI ALMA"	"800261-GT"	"BD66"	"T - Retirement Income Funds"	""	"(450) 555-6604"	"(450) 555-0922"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"11/18/2008"	""	"English"	"No"	"ALMA SAMBORSKI"	"Yes"	"01/01/2009"	""	"800261"	"n/a"	"0.00"
"SAMBORSKI ALMA"	"800261-JW"	"BD66"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-6604"	"(450) 555-0922"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/02/2009"	""	"English"	"No"	"ALMA SAMBORSKI"	"Yes"	"01/01/2009"	""	"800261"	"n/a"	"5,200.50"
"SAMBORSKI ALMA"	"800261-NA"	"BD66"	"A - Cash"	""	"(450) 555-6604"	"(450) 555-0922"	"965.16"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/15/2010"	""	"English"	"No"	"ALMA SAMBORSKI"	"Yes"	"01/01/2009"	""	"800261"	"n/a"	"231,751.31"
"SAMSON AMYN"	"800216-NA"	"AC43"	"A - Cash"	"112577689307"	"(450) 555-9953"	"(450) 555-3342"	"833,754.65"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/22/2010"	""	"French"	"No"	"AMYN SAMSON"	"Yes"	"01/01/2009"	""	"800216"	"n/a"	"12,573,237.55"
"SAMSON AMYN"	"800216-OB"	"AC43"	"A - Cash"	"112577689U07"	"(450) 555-9953"	"(450) 555-3342"	"681,540.37"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	""	"French"	"No"	"AMYN SAMSON"	"Yes"	"01/01/2009"	""	"800216"	"n/a"	"5,529,228.66"
"SANDHU BRUNO"	"800044-RE"	"AC42"	"E - Margin Long"	"00d000004321"	""	""	"(76,197.21)"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/18/2010"	""	"English"	"No"	"BRUNO SANDHU"	"Yes"	"01/01/2009"	""	"800044"	"0.00"	"362,224.79"
"SANDHU BRUNO"	"800044-SF"	"AC42"	"E - Margin Long"	"00d000004321"	""	""	"4,545.35"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"12/16/2009"	""	"English"	"No"	"BRUNO SANDHU"	"Yes"	"01/01/2009"	""	"800044"	"0.00"	"4,545.35"
"SATTLER AYAAZ"	"800257-FS"	"AC42"	"S - Retirement Savings Plan"	""	"(450) 555-2752"	"(450) 555-6082"	"115.21"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/04/2010"	""	"French"	"No"	"AYAAZ SATTLER"	"Yes"	"01/01/2009"	""	"800257"	"n/a"	"1,248,865.33"
"SATTLER AYAAZ"	"800257-JW"	"AC42"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-2752"	"(450) 555-6082"	"99.06"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/15/2010"	""	"French"	"No"	"AYAAZ SATTLER"	"Yes"	"01/01/2009"	""	"800257"	"n/a"	"12,001.07"
"SATTLER AYAAZ"	"800257-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-2752"	"(450) 555-6082"	"(52,202.91)"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	""	"French"	"No"	"AYAAZ SATTLER"	"Yes"	"01/01/2009"	""	"800257"	"0.00"	"1,331,958.81"
"SAUFFERER BOYD"	"800208-NA"	"BD88"	"A - Cash"	""	"(450) 555-7341"	"(450) 555-6194"	"12,429.65"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/25/2010"	""	"English"	"No"	"BOYD SAUFFERER"	"Yes"	"01/01/2009"	""	"800208"	"n/a"	"255,547.82"
"SAYED AMANDA"	"800026-OB"	"AC44"	"A - Cash"	""	"(450) 555-9115"	"(450) 555-8616"	"0.00"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"08/25/2006"	""	"French"	"No"	"AMANDA SAYED"	"Yes"	"01/01/2009"	""	"800026"	"n/a"	"0.00"
"SAYED AMANDA"	"800026-RE"	"AC44"	"E - Margin Long"	""	"(450) 555-9115"	"(450) 555-8616"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"06/23/2008"	""	"French"	"No"	"AMANDA SAYED"	"Yes"	"01/01/2009"	""	"800026"	"0.00"	"0.00"
"SAYEGH ACADIA"	"800025-GT"	"AC55"	"T - Retirement Income Funds"	""	"(450) 555-2850"	"(450) 555-8033"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"05/31/2007"	""	"French"	"No"	"ACADIA SAYEGH"	"Yes"	"01/01/2009"	""	"800025"	"n/a"	"0.00"
"SAYEGH ACADIA"	"800025-NA"	"AC55"	"A - Cash"	""	"(450) 555-2850"	"(450) 555-8033"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"07/11/2007"	""	"French"	"No"	"ACADIA SAYEGH"	"Yes"	"01/01/2009"	""	"800025"	"n/a"	"0.00"
"SCARLETT BLAIR"	"800022-HU"	"AC44"	"R - RSP Locked-in (Locked-in & LIRA)"	""	"(450) 555-4476"	"(450) 555-9713"	"1,503.65"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/15/2010"	""	"English"	"No"	"BLAIR SCARLETT"	"Yes"	"01/01/2009"	""	"800022"	"n/a"	"399,864.27"
"SCARLETT BLAIR"	"800022-NA"	"AC44"	"A - Cash"	""	"(450) 555-4476"	"(450) 555-9713"	"4,410.32"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/25/2010"	""	"English"	"No"	"BLAIR SCARLETT"	"Yes"	"01/01/2009"	""	"800022"	"n/a"	"207,055.78"
"SCARLETT BLAIR"	"800023-NA"	"AC42"	"A - Cash"	""	"(450) 555-4476"	"(450) 555-9713"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"09/18/2006"	""	"English"	"No"	"BROCK GERRARD"	"Yes"	"01/01/2009"	""	"800023"	"n/a"	"0.00"
"SCARLETT BLAIR"	"800023-OB"	"AC42"	"A - Cash"	""	"(450) 555-4476"	"(450) 555-9713"	"0.00"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/15/2007"	""	"English"	"No"	"BROCK GERRARD"	"Yes"	"01/01/2009"	""	"800023"	"n/a"	"0.00"
"SERGE ALICK"	"800211-NA"	"AC42"	"A - Cash"	""	"(450) 555-1057"	"(450) 555-2279"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"11/05/2003"	""	"French"	"No"	"ALICK SERGE"	"Yes"	"01/01/2009"	""	"800211"	"n/a"	"0.00"
"SERGE ALICK"	"800211-OB"	"AC42"	"A - Cash"	""	"(450) 555-1057"	"(450) 555-2279"	"0.00"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"11/25/2003"	""	"French"	"No"	"ALICK SERGE"	"Yes"	"01/01/2009"	""	"800211"	"n/a"	"0.00"
"SERGE ALICK"	"800211-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-1057"	"(450) 555-2279"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/21/2005"	""	"French"	"No"	"ALICK SERGE"	"Yes"	"01/01/2009"	""	"800211"	"0.00"	"0.00"
"SERGE ALICK"	"800211-SF"	"AC42"	"E - Margin Long"	""	"(450) 555-1057"	"(450) 555-2279"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/21/2005"	""	"French"	"No"	"ALICK SERGE"	"Yes"	"01/01/2009"	""	"800211"	"0.00"	"0.00"
"SERGE ALICK"	"800212-FS"	"BD88"	"S - Retirement Savings Plan"	""	"(450) 555-1057"	"(450) 555-2279"	"39,718.57"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/15/2010"	""	"English"	"Yes"	"ALICK SERGE"	"Yes"	"01/01/2009"	""	"800212"	"n/a"	"430,447.35"
"SERGE ALICK"	"800212-JW"	"BD88"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-1057"	"(450) 555-2279"	"86.40"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"02/03/2009"	""	"English"	"Yes"	"ALICK SERGE"	"Yes"	"01/01/2009"	""	"800212"	"n/a"	"8,132.32"
"SERGE ALICK"	"800212-RE"	"BD88"	"E - Margin Long"	""	"(450) 555-1057"	"(450) 555-2279"	"14,561.61"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/18/2010"	""	"English"	"Yes"	"ALICK SERGE"	"Yes"	"01/01/2009"	""	"800212"	"0.00"	"229,165.23"
"SERGE ALICK"	"800212-SF"	"BD88"	"E - Margin Long"	""	"(450) 555-1057"	"(450) 555-2279"	"(8,176.24)"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/18/2010"	""	"English"	"Yes"	"ALICK SERGE"	"Yes"	"01/01/2009"	""	"800212"	"0.00"	"72,437.12"
"SHERMANN ASSURAN"	"800242-GT"	"AC42"	"T - Retirement Income Funds"	"00k000001534"	"(450) 555-6685"	"(450) 555-4013"	"7,584.18"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/20/2010"	""	"French"	"No"	"ASSURANCE SHERMANN & FRERES (1996)"	"Yes"	"01/01/2009"	""	"800242"	"n/a"	"342,826.58"
"SHERMANN ASSURAN"	"800242-JW"	"AC42"	"W - Spousal - Retirement Income Funds"	"00k000001534"	"(450) 555-6685"	"(450) 555-4013"	"(5,318.26)"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/20/2010"	""	"French"	"No"	"ASSURANCE SHERMANN & FRERES (1996)"	"Yes"	"01/01/2009"	""	"800242"	"n/a"	"10,806.90"
"SHERMANN ASSURAN"	"800242-RE"	"AC42"	"E - Margin Long"	"00k000001534"	"(450) 555-6685"	"(450) 555-4013"	"96.78"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/20/2010"	""	"French"	"No"	"ASSURANCE SHERMANN & FRERES (1996)"	"Yes"	"01/01/2009"	""	"800242"	"0.00"	"242,878.26"
"SIDDALL BOUDRIAS"	"800015-NA"	"AC44"	"A - Cash"	""	"(450) 555-3117"	"(450) 555-9586"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"04/02/2009"	""	"English"	"No"	"BOUDRIAS SIDDALL"	"Yes"	"01/01/2009"	""	"800015"	"n/a"	"0.00"
"SIDDALL BOUDRIAS"	"800015-OB"	"AC44"	"A - Cash"	""	"(450) 555-3117"	"(450) 555-9586"	"0.00"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"04/28/2009"	""	"English"	"No"	"BOUDRIAS SIDDALL"	"Yes"	"01/01/2009"	""	"800015"	"n/a"	"0.00"
"SIDDALL BOUDRIAS"	"800015-RE"	"AC44"	"E - Margin Long"	""	"(450) 555-3117"	"(450) 555-9586"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"04/02/2009"	""	"English"	"No"	"BOUDRIAS SIDDALL"	"Yes"	"01/01/2009"	""	"800015"	"0.00"	"0.00"
"SIDDALL BOUDRIAS"	"800015-SF"	"AC44"	"E - Margin Long"	""	"(450) 555-3117"	"(450) 555-9586"	"0.00"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"04/15/2009"	""	"English"	"No"	"BOUDRIAS SIDDALL"	"Yes"	"01/01/2009"	""	"800015"	"0.00"	"0.00"
"SIMARD AUGUSTINE"	"800070-FS"	"BD88"	"S - Retirement Savings Plan"	""	"(450) 555-1061"	"(450) 555-6970"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"06/16/1995"	""	"French"	"No"	"AUGUSTINE SIMARD"	"Yes"	"01/01/2009"	""	"800070"	"n/a"	"0.00"
"SINAGRA AILLEEN"	"800266-FS"	"BD77"	"S - Retirement Savings Plan"	""	"(450) 555-0496"	"(450) 555-2389"	"184.78"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"12/29/2009"	""	"French"	"No"	"AILLEEN SINAGRA"	"Yes"	"01/01/2009"	""	"800266"	"n/a"	"438,654.19"
"SINAGRA AILLEEN"	"800266-JW"	"BD77"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-0496"	"(450) 555-2389"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	""	""	"French"	"No"	"AILLEEN SINAGRA"	"Yes"	"01/01/2009"	""	"800266"	"n/a"	"0.00"
"SINAGRA AILLEEN"	"800266-LV"	"BD77"	"N -"	""	"(450) 555-0496"	"(450) 555-2389"	"79.78"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"12/31/2009"	""	"French"	"No"	"AILLEEN SINAGRA"	"Yes"	"01/01/2009"	""	"800266"	"n/a"	"209,116.86"
"SINAGRA AILLEEN"	"800266-RE"	"BD77"	"E - Margin Long"	""	"(450) 555-0496"	"(450) 555-2389"	"0.55"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/22/2010"	""	"French"	"No"	"AILLEEN SINAGRA"	"Yes"	"01/01/2009"	""	"800266"	"0.00"	"174,331.65"
"SINNAEVE CANARDS"	"800233-FS"	"BD88"	"S - Retirement Savings Plan"	""	"(450) 555-8821"	"(450) 555-0001"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"12/07/2006"	""	"French"	"No"	"CANARDS SINNAEVE"	"Yes"	"01/01/2009"	""	"800233"	"n/a"	"0.00"
"SINNAEVE CANARDS"	"800233-GT"	"BD88"	"T - Retirement Income Funds"	""	"(450) 555-8821"	"(450) 555-0001"	"1,958.30"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	"01/26/2009"	"01/07/2010"	""	"French"	"No"	"CANARDS SINNAEVE"	"Yes"	"01/01/2009"	""	"800233"	"n/a"	"237,032.68"
"SINNAEVE CANARDS"	"800233-NA"	"BD88"	"A - Cash"	""	"(450) 555-8821"	"(450) 555-0001"	"2,437.58"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	"01/26/2009"	"01/18/2010"	""	"French"	"No"	"CANARDS SINNAEVE"	"Yes"	"01/01/2009"	""	"800233"	"n/a"	"989,753.83"
"SKRUNDZ BEAUDOIN"	"800054-FS"	"BD88"	"S - Retirement Savings Plan"	""	""	""	"16,845.54"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	""	"French"	"No"	"276 184 275"	"Yes"	"01/01/2009"	""	"800054"	"n/a"	"293,587.61"
"SKRUNDZ BEAUDOIN"	"800054-JJ"	"BD88"	"J -"	""	""	""	"0.00"	"CAD"	"Yes"	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/21/2010"	""	"French"	"No"	"276 184 275"	"Yes"	"01/01/2009"	""	"800054"	"n/a"	"0.00"
"SKRUNDZ BEAUDOIN"	"800054-JW"	"BD88"	"W - Spousal - Retirement Income Funds"	""	""	""	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"12/31/2009"	""	"French"	"No"	"276 184 275"	"Yes"	"01/01/2009"	""	"800054"	"n/a"	"6,161.46"
"SKRUNDZ BEAUDOIN"	"800054-RE"	"BD88"	"E - Margin Long"	""	""	""	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/08/2010"	""	"French"	"No"	"276 184 275"	"Yes"	"01/01/2009"	""	"800054"	"0.00"	"153,325.24"
"STANTON CELINE"	"800005-GT"	"AC42"	"T - Retirement Income Funds"	""	"(450) 555-1520"	"(450) 555-9455"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"12/01/2009"	""	"French"	"No"	"CELINE STANTON"	"Yes"	"01/01/2009"	""	"800005"	"n/a"	"0.00"
"STANTON CELINE"	"800005-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-1520"	"(450) 555-9455"	"0.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"04/13/2009"	""	"French"	"No"	"CELINE STANTON"	"Yes"	"01/01/2009"	""	"800005"	"0.00"	"0.00"
"STANTON CELINE"	"800005-SF"	"AC42"	"E - Margin Long"	""	"(450) 555-1520"	"(450) 555-9455"	"0.00"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"12/01/2009"	""	"French"	"No"	"CELINE STANTON"	"Yes"	"01/01/2009"	""	"800005"	"0.00"	"0.00"
"STEADWARD ANTOIN"	"800067-NA"	"BD66"	"A - Cash"	""	"(450) 555-5536"	"(450) 555-6424"	"120.06"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"Yes"	""	""	""	"01/04/2010"	""	"French"	"No"	"ANTOINETTA STEADWARD"	"Yes"	"01/01/2009"	""	"800067"	"n/a"	"120.06"
"STEADWARD ANTOIN"	"800067-OB"	"BD66"	"A - Cash"	""	"(450) 555-5536"	"(450) 555-6424"	"1,523.77"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	"01/25/2010"	"French"	"No"	"ANTOINETTA STEADWARD"	"Yes"	"01/01/2009"	""	"800067"	"n/a"	"125,262.54"
"STEADWARD ANTOIN"	"800067-RE"	"BD66"	"E - Margin Long"	""	"(450) 555-5536"	"(450) 555-6424"	"10,723.72"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	""	"French"	"No"	"ANTOINETTA STEADWARD"	"Yes"	"01/01/2009"	""	"800067"	"0.00"	"3,186,721.38"
"STEADWARD ANTOIN"	"800067-SF"	"BD66"	"E - Margin Long"	""	"(450) 555-5536"	"(450) 555-6424"	"3,453.39"	"USD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/25/2010"	""	"French"	"No"	"ANTOINETTA STEADWARD"	"Yes"	"01/01/2009"	""	"800067"	"0.00"	"79,844.98"
"STEELE AGGIE"	"800000-GT"	"AC42"	"T - Retirement Income Funds"	""	"(450) 555-8918"	"(450) 555-7645"	"0.00"	"CAD"	"Yes"	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"08/14/2008"	""	"French"	"No"	"AGGIE STEELE"	"Yes"	"01/01/2009"	""	"800000"	"n/a"	"0.00"
"STEELE AGGIE"	"800000-JJ"	"AC42"	"J -"	""	"(450) 555-8918"	"(450) 555-7645"	"50.00"	"CAD"	""	""	""	"n/a"	"n/a"	""	""	"Open"	"No"	""	"No"	""	""	""	"01/21/2010"	""	"French"	"No"	"AGGIE STEELE"	"Yes"	"01/01/2009"	""	"800000"	"n/a"	"50.00"
