"Nom"	"No compte"	"Code de CP"	"Type"	"Régime"	"Téléphone 1"	"Téléphone 2"	"Solde"	"Devise"	"PFSfrench_1"	"PFSfrench"	"Feuille F"	"Segments"	"Réserves"	"Pro"	"Nom modèle"	"Nom complet"	"No modèle"	"No client"	"Montant retrait 2"	"Montant retrait 1"	"Langue"	"Fréquence retrait 2"	"Fréquence retrait 1"	"État"	"Discrétionnaire"	"Dernier achat/vente"	"Dern. trans."	"Début fréq. retrait 2"	"Début fréq. retrait 1"	"Début de gestion"	"Date de fermeture"	"Création"	"Compte conjoint"	"Marge"	"Valeur totale"
"NEVINS BENNETT"	"800082-SF"	"0AED"	"E - Marge couvert"	""	"450 6626101B"	"1234567890"	"5 647,34"	"USD"	""	""	""	"Non"	""	"Non"	""	"BENNETT NEVINS"	""	"800082"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	"2010/01/25"	"2010/01/25"	""	""	""	""	"2004/07/15"	"Oui"	"0,00"	"415 172,61"
"NEVINS BENNETT"	"800082-VL"	"0AED"	"A - Comptant"	""	"450 6626101B"	"1234567890"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BENNETT NEVINS"	""	"800082"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	""	""	""	""	""	"2009/01/01"	"Oui"	"n/d"	"0,00"
"NOEL AQUARIUS"	"800029-GT"	"AC42"	"T - Fonds de revenu de retraite"	""	"(450) 555-5750"	"(450) 555-8918"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"AQUARIUS NOEL"	""	"800029"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2007/10/24"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"NOEL AQUARIUS"	"800029-NA"	"AC42"	"A - Comptant"	""	"(450) 555-5750"	"(450) 555-8918"	"0,00"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"AQUARIUS NOEL"	""	"800029"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2007/10/24"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"NOEL AQUARIUS"	"800029-OB"	"AC42"	"A - Comptant"	""	"(450) 555-5750"	"(450) 555-8918"	"0,00"	"USD"	""	""	""	"Non"	""	"Non"	""	"AQUARIUS NOEL"	""	"800029"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2007/10/01"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"NOLAN CHERYL"	"800019-FS"	"AC42"	"S - Régime d'épargne-retraite"	""	"(450) 555-5925"	"(450) 555-9762"	"2 903,15"	"CAD"	""	""	""	"Non"	""	"Non"	""	"CHERYL NOLAN"	""	"800019"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2010/01/20"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"67 336,48"
"NOLAN CHERYL"	"800019-HU"	"AC42"	"R - RER Immobilisé (Lock-in et CRI)"	""	"(450) 555-5925"	"(450) 555-9762"	"1 615,14"	"CAD"	""	""	""	"Non"	""	"Non"	""	"CHERYL NOLAN"	""	"800019"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2010/01/15"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"92 279,14"
"NOLAN CHERYL"	"800019-JW"	"AC42"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-5925"	"(450) 555-9762"	"5 000,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"CHERYL NOLAN"	""	"800019"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2010/01/20"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"11 631,77"
"OLEKSIEW ADRESSE"	"800043-RE"	"AC42"	"E - Marge couvert"	""	"4507742741"	""	"19 163,08"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ADRESSE OLEKSIEW"	""	"800043"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/22"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"502 689,13"
"OLEKSIEW ADRESSE"	"800043-SF"	"AC42"	"E - Marge couvert"	""	"4507742741"	""	"4 310,85"	"USD"	""	""	""	"Non"	""	"Non"	""	"ADRESSE OLEKSIEW"	""	"800043"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"103 716,45"
"ORLEAN ADMAX"	"800256-GT"	"AC42"	"T - Fonds de revenu de retraite"	""	"(450) 555-9118"	"(450) 555-4215"	"382,07"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ADMAX ORLEAN"	""	"800256"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/18"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"221 788,26"
"ORLEAN ADMAX"	"800256-NA"	"AC42"	"A - Comptant"	""	"(450) 555-9118"	"(450) 555-4215"	"16 028,35"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"ADMAX ORLEAN"	""	"800256"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/18"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"890 825,53"
"OSER ALEXANDRIA"	"800074-RE"	"BD66"	"E - Marge couvert"	""	"(450) 555-4709"	"(450) 555-0767"	"4 250,44"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ALEXANDRIA OSER"	""	"800074"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"987 236,98"
"OSER ALEXANDRIA"	"800074-SF"	"BD66"	"E - Marge couvert"	"00k000001230"	"(450) 555-4709"	"(450) 555-0767"	"2 745,40"	"USD"	""	""	""	"Non"	""	"Non"	""	"ALEXANDRIA OSER"	""	"800074"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"140 485,73"
"PILOTE ALDO"	"800065-FS"	"BD66"	"S - Régime d'épargne-retraite"	""	"(450) 555-6425"	"(450) 555-1325"	"3 214,10"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ALDO PILOTE"	""	"800065"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2009/12/15"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"140 650,23"
"PILOTE ALDO"	"800065-JW"	"BD66"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-6425"	"(450) 555-1325"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ALDO PILOTE"	""	"800065"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2009/01/21"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"5 206,75"
"PILOTE ALDO"	"800065-NA"	"BD66"	"A - Comptant"	""	"(450) 555-6425"	"(450) 555-1325"	"0,00"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"ALDO PILOTE"	""	"800065"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2009/12/16"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"PINARD CATHARINA"	"800210-DQ"	"BD88"	"Q - Régime d'épargne-actions"	""	"(450) 555-4476"	"(450) 555-9713"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"CATHARINA PINARD"	""	"800210"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2006/01/10"	""	""	"2009/01/01"	""	"2009/01/01"	"Oui"	"0,00"	"0,00"
"PINARD CATHARINA"	"800210-FS"	"BD88"	"S - Régime d'épargne-retraite"	""	"(450) 555-4476"	"(450) 555-9713"	"2 873,35"	"CAD"	""	""	""	"Non"	""	"Non"	""	"CATHARINA PINARD"	""	"800210"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2010/01/25"	""	""	"2009/01/01"	""	"2009/01/01"	"Oui"	"n/d"	"557 872,28"
"PINARD CATHARINA"	"800210-JW"	"BD88"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-4476"	"(450) 555-9713"	"70,22"	"CAD"	""	""	""	"Non"	""	"Non"	""	"CATHARINA PINARD"	""	"800210"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2010/01/13"	""	""	"2009/01/01"	""	"2009/01/01"	"Oui"	"n/d"	"9 555,99"
"PINARD CATHARINA"	"800210-RE"	"BD88"	"E - Marge couvert"	""	"(450) 555-4476"	"(450) 555-9713"	"2 283,28"	"CAD"	""	""	""	"Non"	""	"Non"	""	"CATHARINA PINARD"	""	"800210"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2010/01/19"	""	""	"2009/01/01"	""	"2009/01/01"	"Oui"	"0,00"	"294 247,97"
"PINARD CATHARINA"	"800210-SF"	"BD88"	"E - Marge couvert"	""	"(450) 555-4476"	"(450) 555-9713"	"4 021,67"	"CAD"	""	""	""	"Non"	""	"Non"	""	"CATHARINA PINARD"	""	"800210"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2010/01/06"	""	""	"2009/01/01"	""	"2009/01/01"	"Oui"	"0,00"	"19 948,14"
"PINARD CATHARINA"	"800210-VL"	"BD88"	"L -"	""	"(450) 555-4476"	"(450) 555-9713"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"CATHARINA PINARD"	""	"800210"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2005/01/11"	""	""	"2009/01/01"	""	"2009/01/01"	"Oui"	"n/d"	"0,00"
"PLATINE CHARTIER"	"800073-GT"	"AC42"	"T - Fonds de revenu de retraite"	""	"(450) 555-2637"	"(450) 555-4621"	"793,74"	"CAD"	""	""	""	"Non"	""	"Non"	""	"CHARTIER PLATINE"	""	"800073"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2009/12/11"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"115 440,96"
"PLATINE CHARTIER"	"800073-JW"	"AC42"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-2637"	"(450) 555-4621"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"CHARTIER PLATINE"	""	"800073"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2009/01/30"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"5 272,88"
"PLATINE CHARTIER"	"800073-NA"	"AC42"	"A - Comptant"	""	"(450) 555-2637"	"(450) 555-4621"	"12 942,57"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"CHARTIER PLATINE"	""	"800073"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"826 372,59"
"POLOMSKI BENNY"	"800064-FS"	"BD66"	"S - Régime d'épargne-retraite"	""	"(450) 555-1464"	"(450) 555-9510"	"0,44"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BENNY POLOMSKI"	""	"800064"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/18"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"237 683,20"
"POLOMSKI BENNY"	"800064-JW"	"BD66"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-1464"	"(450) 555-9510"	"1,08"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BENNY POLOMSKI"	""	"800064"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/11"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"10 100,92"
"POLOMSKI BENNY"	"800064-RE"	"BD66"	"E - Marge couvert"	""	"(450) 555-1464"	"(450) 555-9510"	"(15 710,69)"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BENNY POLOMSKI"	""	"800064"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/21"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"843 181,60"
"POTYONDY ADAMS"	"800035-HU"	"AC44"	"R - RER Immobilisé (Lock-in et CRI)"	""	""	""	"5 572,69"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ADAMS POTYONDY"	""	"800035"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"601 384,91"
"POTYONDY ADAMS"	"800035-JW"	"AC44"	"W - Fonds de revenus de retraite - Conjoint"	""	""	""	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ADAMS POTYONDY"	""	"800035"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/20"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"9 946,98"
"POTYONDY ADAMS"	"800035-NA"	"AC44"	"A - Comptant"	""	""	""	"88,02"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"ADAMS POTYONDY"	""	"800035"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/22"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"842 215,07"
"PROJ. INC. RPT"	"800400-NA"	"BD88"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"453 258,00"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"PROJECTED INCOME REPORT"	""	"800400"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	"2010/01/22"	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"555 985,56"
"PROJ. INC. RPT"	"800400-OB"	"BD88"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"0,00"	"USD"	""	""	""	"Non"	""	"Non"	""	"PROJECTED INCOME REPORT"	""	"800400"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	""	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"PROJ. INC. RPT"	"800401-NA"	"BD88"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"453 258,00"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"PROJECTED INCOME REPORT"	""	"800401"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	"2010/01/22"	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"555 985,56"
"QUAGHEBEUR CAROL"	"800041-FS"	"AC44"	"S - Régime d'épargne-retraite"	""	"4183346666"	""	"94 546,82"	"CAD"	""	""	""	"Non"	""	"Non"	""	"CAROLLE QUAGHEBEUR"	""	"800041"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"681 532,24"
"QUAGHEBEUR CAROL"	"800041-NA"	"AC44"	"A - Comptant"	"002000001234"	"4183346666"	""	"143 256,11"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"CAROLLE QUAGHEBEUR"	""	"800041"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"2 000 404,26"
"QUAGHEBEUR CAROL"	"800041-OB"	"AC44"	"A - Comptant"	"001000001234"	"4183346666"	""	"142 067,81"	"USD"	""	""	""	"Non"	""	"Non"	""	"CAROLLE QUAGHEBEUR"	""	"800041"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/21"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"418 050,31"
"RAPPORT INTACC"	"800502-NA"	"BD88"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"471 784,75"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"RAPPORT INTACC"	""	"800502"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	"2009/12/21"	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"574 512,31"
"RAPPORT INTACC"	"800502-OB"	"BD88"	"A - Comptant"	""	"(450) 555-4444"	"(450) 555-4441"	"0,00"	"USD"	""	""	""	"Non"	""	"Non"	""	"RAPPORT INTACC"	""	"800502"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	""	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"RETZLAFF CAISSE"	"800239-RE"	"AC42"	"E - Marge couvert"	"001000"	"(450) 555-1316"	"(450) 555-0873"	"(7 562,61)"	"CAD"	""	""	""	"Non"	""	"Non"	"+FB_MONTAN_SUBS"	"CAISSE RETZLAFF"	"~M-0000R-0"	"800239"	"n/d"	"n/d"	"Anglais"	""	""	"Fermé"	"Oui"	""	"2016/10/13"	""	""	""	"2010/01/01"	"2009/01/01"	"Non"	"0,00"	"3 037 324,67"
"RETZLAFF CAISSE"	"800239-SF"	"AC42"	"E - Marge couvert"	"001000001234"	"(450) 555-1316"	"(450) 555-0873"	"(88,79)"	"USD"	""	""	"Oui"	"Non"	""	"Non"	""	"CAISSE RETZLAFF"	""	"800239"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2010/01/19"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"424 271,85"
"ROLLAND CATELLIE"	"800227-JJ"	"BD88"	"J -"	""	"(450) 555-4060"	"(450) 555-4861"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"CATELLIER ROLLAND"	""	"800227"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2007/01/22"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"ROLLAND CATELLIE"	"800227-JW"	"BD88"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-4060"	"(450) 555-4861"	"130,10"	"CAD"	""	""	""	"Non"	""	"Non"	""	"CATELLIER ROLLAND"	""	"800227"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2009/10/30"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"5 871,90"
"ROLLAND CATELLIE"	"800227-NA"	"BD88"	"A - Comptant"	""	"(450) 555-4060"	"(450) 555-4861"	"2 852,37"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"CATELLIER ROLLAND"	""	"800227"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/04"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"152 266,51"
"ROLLAND CATELLIE"	"800227-OB"	"BD88"	"A - Comptant"	""	"(450) 555-4060"	"(450) 555-4861"	"0,00"	"USD"	""	""	""	"Non"	""	"Non"	""	"CATELLIER ROLLAND"	""	"800227"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"1999/09/27"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"SAMBORSKI ALMA"	"800261-FS"	"BD66"	"S - Régime d'épargne-retraite"	""	"(450) 555-6604"	"(450) 555-0922"	"14 141,92"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ALMA SAMBORSKI"	""	"800261"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2010/01/18"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"594 302,09"
"SAMBORSKI ALMA"	"800261-GT"	"BD66"	"T - Fonds de revenu de retraite"	""	"(450) 555-6604"	"(450) 555-0922"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ALMA SAMBORSKI"	""	"800261"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2008/11/18"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"SAMBORSKI ALMA"	"800261-JW"	"BD66"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-6604"	"(450) 555-0922"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ALMA SAMBORSKI"	""	"800261"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2009/01/02"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"5 200,50"
"SAMBORSKI ALMA"	"800261-NA"	"BD66"	"A - Comptant"	""	"(450) 555-6604"	"(450) 555-0922"	"965,16"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"ALMA SAMBORSKI"	""	"800261"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2010/01/15"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"231 751,31"
"SAMSON AMYN"	"800216-NA"	"AC43"	"A - Comptant"	"112577689307"	"(450) 555-9953"	"(450) 555-3342"	"833 754,65"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"AMYN SAMSON"	""	"800216"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/22"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"12 573 237,55"
"SAMSON AMYN"	"800216-OB"	"AC43"	"A - Comptant"	"112577689U07"	"(450) 555-9953"	"(450) 555-3342"	"681 540,37"	"USD"	""	""	""	"Non"	""	"Non"	""	"AMYN SAMSON"	""	"800216"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"5 529 228,66"
"SANDHU BRUNO"	"800044-RE"	"AC42"	"E - Marge couvert"	"00d000004321"	""	""	"(76 197,21)"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BRUNO SANDHU"	""	"800044"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2010/01/18"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"362 224,79"
"SANDHU BRUNO"	"800044-SF"	"AC42"	"E - Marge couvert"	"00d000004321"	""	""	"4 545,35"	"USD"	""	""	""	"Non"	""	"Non"	""	"BRUNO SANDHU"	""	"800044"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2009/12/16"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"4 545,35"
"SATTLER AYAAZ"	"800257-FS"	"AC42"	"S - Régime d'épargne-retraite"	""	"(450) 555-2752"	"(450) 555-6082"	"115,21"	"CAD"	""	""	""	"Non"	""	"Non"	""	"AYAAZ SATTLER"	""	"800257"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/04"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"1 248 865,33"
"SATTLER AYAAZ"	"800257-JW"	"AC42"	"W - Fonds de revenus de retraite - Conjoint"	""	"(450) 555-2752"	"(450) 555-6082"	"99,06"	"CAD"	""	""	""	"Non"	""	"Non"	""	"AYAAZ SATTLER"	""	"800257"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/15"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"12 001,07"
"SATTLER AYAAZ"	"800257-RE"	"AC42"	"E - Marge couvert"	""	"(450) 555-2752"	"(450) 555-6082"	"(52 202,91)"	"CAD"	""	""	""	"Non"	""	"Non"	""	"AYAAZ SATTLER"	""	"800257"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"1 331 958,81"
"SAUFFERER BOYD"	"800208-NA"	"BD88"	"A - Comptant"	""	"(450) 555-7341"	"(450) 555-6194"	"12 429,65"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"BOYD SAUFFERER"	""	"800208"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"255 547,82"
"SAYED AMANDA"	"800026-OB"	"AC44"	"A - Comptant"	""	"(450) 555-9115"	"(450) 555-8616"	"0,00"	"USD"	""	""	""	"Non"	""	"Non"	""	"AMANDA SAYED"	""	"800026"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2006/08/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"SAYED AMANDA"	"800026-RE"	"AC44"	"E - Marge couvert"	""	"(450) 555-9115"	"(450) 555-8616"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"AMANDA SAYED"	""	"800026"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2008/06/23"	""	""	""	""	"2009/01/01"	"Non"	"0,00"	"0,00"
"SAYEGH ACADIA"	"800025-GT"	"AC55"	"T - Fonds de revenu de retraite"	""	"(450) 555-2850"	"(450) 555-8033"	"0,00"	"CAD"	""	""	""	"Non"	""	"Non"	""	"ACADIA SAYEGH"	""	"800025"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2007/05/31"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"SAYEGH ACADIA"	"800025-NA"	"AC55"	"A - Comptant"	""	"(450) 555-2850"	"(450) 555-8033"	"0,00"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"ACADIA SAYEGH"	""	"800025"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2007/07/11"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"SCARLETT BLAIR"	"800022-HU"	"AC44"	"R - RER Immobilisé (Lock-in et CRI)"	""	"(450) 555-4476"	"(450) 555-9713"	"1 503,65"	"CAD"	""	""	""	"Non"	""	"Non"	""	"BLAIR SCARLETT"	""	"800022"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2010/01/15"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"399 864,27"
"SCARLETT BLAIR"	"800022-NA"	"AC44"	"A - Comptant"	""	"(450) 555-4476"	"(450) 555-9713"	"4 410,32"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"BLAIR SCARLETT"	""	"800022"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2010/01/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"207 055,78"
"SCARLETT BLAIR"	"800023-NA"	"AC42"	"A - Comptant"	""	"(450) 555-4476"	"(450) 555-9713"	"0,00"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"BROCK GERRARD"	""	"800023"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2006/09/18"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"SCARLETT BLAIR"	"800023-OB"	"AC42"	"A - Comptant"	""	"(450) 555-4476"	"(450) 555-9713"	"0,00"	"USD"	""	""	""	"Non"	""	"Non"	""	"BROCK GERRARD"	""	"800023"	"n/d"	"n/d"	"Anglais"	""	""	"Ouvert"	"Oui"	""	"2007/01/15"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"SERGE ALICK"	"800211-NA"	"AC42"	"A - Comptant"	""	"(450) 555-1057"	"(450) 555-2279"	"0,00"	"CAD"	""	""	""	"Non"	""	"Oui"	""	"ALICK SERGE"	""	"800211"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2003/11/05"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
"SERGE ALICK"	"800211-OB"	"AC42"	"A - Comptant"	""	"(450) 555-1057"	"(450) 555-2279"	"0,00"	"USD"	""	""	""	"Non"	""	"Non"	""	"ALICK SERGE"	""	"800211"	"n/d"	"n/d"	"Français"	""	""	"Ouvert"	"Oui"	""	"2003/11/25"	""	""	""	""	"2009/01/01"	"Non"	"n/d"	"0,00"
